iter	RMSE
133	48.36908675
134	48.31386945
135	48.26943328
136	48.22592087
137	48.18071353
138	48.13747356
139	48.0896508
140	48.04640118
141	48.00390561
142	47.96613332
143	47.91951383
144	47.87601601
145	47.83860918
146	47.80035577
147	47.76235604
148	47.72062682
149	47.68484604
150	47.65113518
151	47.60800589
152	47.56651011
153	47.52760893
154	47.48727465
155	47.44670436
156	47.41290287
157	47.37701639
158	47.34972747
159	47.3132509
160	47.2836283
161	47.25071502
162	47.21973866
163	47.18618735
164	47.15377055
165	47.12036086
166	47.08493574
167	47.05343843
168	47.01796622
169	46.98398309
170	46.9528412
171	46.91967722
172	46.88761381
173	46.8533491
174	46.82704203
175	46.79727286
176	46.76706535
177	46.74235955
178	46.71692867
179	46.69228229
180	46.67424715
181	46.6452638
182	46.62041803
183	46.59680968
184	46.57326724
185	46.54851899
186	46.52096148
187	46.49806528
188	46.47837148
189	46.4540799
190	46.43171204
191	46.40671472
192	46.38214921
193	46.35883352
194	46.33685777
195	46.31865552
196	46.29905137
197	46.28176187
198	46.26225868
199	46.2422508
200	46.21941978
201	46.20287743
202	46.18122622
203	46.16276462
204	46.14022156
205	46.12418408
206	46.10679517
207	46.08779144
208	46.07106771
209	46.0594812
210	46.04393819
211	46.02693781
212	46.00900762
213	45.99416676
214	45.98460439
215	45.96726456
216	45.95200764
217	45.93527252
218	45.92114445
219	45.90076321
220	45.88105326
221	45.86220848
222	45.84532011
223	45.83078215
224	45.81547634
225	45.80080165
226	45.78605317
227	45.77304704
228	45.76153277
229	45.74755926
230	45.73636083
231	45.72325678
232	45.70815644
233	45.69285964
234	45.68163286
235	45.66950652
236	45.65552326
237	45.64339018
238	45.62630984
239	45.6121982
240	45.60162981
241	45.5914643
242	45.57964742
243	45.56941781
244	45.55510986
245	45.54179817
246	45.5272999
247	45.51752248
248	45.50585921
249	45.49569201
250	45.48447268
251	45.47426823
252	45.46102168
253	45.44842492
254	45.43920124
255	45.42729732
256	45.41753343
257	45.40856263
258	45.39846721
259	45.38792606
260	45.37601155
261	45.36287826
262	45.35270883
263	45.34276013
264	45.3321714
265	45.32155892
266	45.31410263
267	45.30391254
268	45.29556528
269	45.28509314
270	45.27334506
271	45.26413303
272	45.2534218
273	45.24607669
274	45.23773955
275	45.22688539
276	45.21328201
277	45.20150592
278	45.19177785
279	45.1834701
280	45.17333501
281	45.16374892
282	45.15492191
283	45.14474286
284	45.13452203
285	45.12534221
286	45.11803299
287	45.10959525
288	45.10310781
289	45.09437177
290	45.08718256
291	45.08081254
292	45.07189865
293	45.06246309
294	45.05294766
295	45.04479144
296	45.03602836
297	45.03005881
298	45.02444996
299	45.01687286
300	45.00843289
301	45.00076982
302	44.99256435
303	44.98264512
304	44.97542086
305	44.9683218
306	44.9597461
307	44.9515526
308	44.94520845
309	44.93902086
310	44.9324702
311	44.92575317
312	44.92202157
313	44.9154203
314	44.90767028
315	44.90075479
316	44.89439806
317	44.88829822
318	44.87943537
319	44.87213865
320	44.86769772
321	44.86217091
322	44.85445485
323	44.84784552
324	44.84306064
325	44.83671331
326	44.83158366
327	44.82604143
328	44.81918336
329	44.81264032
330	44.80817269
331	44.8015183
332	44.79649143
333	44.78773938
334	44.78241867
335	44.77847643
336	44.77262588
337	44.767469
338	44.76320228
339	44.75633465
340	44.75110906
341	44.74365287
342	44.73757581
343	44.73334601
344	44.72812288
345	44.72456243
346	44.71794431
347	44.71516368
348	44.70755668
349	44.70184447
350	44.69671257
351	44.69124686
352	44.68578753
353	44.67992008
354	44.6760251
355	44.67132262
356	44.66557886
357	44.66040235
358	44.65701948
359	44.65146052
360	44.64640454
361	44.64066944
362	44.63684864
363	44.63114784
364	44.62654041
365	44.62045451
366	44.61558889
367	44.61044516
368	44.60529664
369	44.6006612
370	44.59764741
371	44.59065945
372	44.58608116
373	44.5857902
374	44.58065744
375	44.57488758
376	44.57018741
377	44.56583722
378	44.56263359
379	44.5572223
380	44.55335193
381	44.54737423
382	44.54256953
383	44.53769724
384	44.53474876
385	44.53124561
386	44.52733301
387	44.52284968
388	44.51727925
389	44.51337872
390	44.50924935
391	44.505464
392	44.50000753
393	44.4941869
394	44.49024233
395	44.48567506
396	44.48207697
397	44.47893512
398	44.47488476
399	44.47184716
400	44.46787182
401	44.46445084
402	44.46051566
403	44.4578592
404	44.45460785
405	44.45056557
406	44.44373747
407	44.44116542
408	44.4375312
409	44.43301662
410	44.42849605
411	44.42337478
412	44.41946717
413	44.41574659
414	44.41302284
415	44.4070396
416	44.40305827
417	44.40005227
418	44.39806548
419	44.39390117
420	44.39022885
421	44.38532506
422	44.38254216
423	44.37961784
424	44.37580634
425	44.37160323
426	44.36676006
427	44.36236318
428	44.35877953
429	44.3549724
430	44.35193974
431	44.3489334
432	44.34486961
433	44.34075004
434	44.33625817
435	44.33290868
436	44.32904352
437	44.32523476
438	44.32169696
439	44.31745901
440	44.31376113
441	44.31019951
442	44.30585312
443	44.30318266
444	44.30049746
445	44.29726842
446	44.29467467
447	44.2918248
448	44.28954735
449	44.28603968
450	44.28365317
451	44.2797015
452	44.27716544
453	44.27388658
454	44.26975755
455	44.26657997
456	44.26224197
457	44.25946988
458	44.25697033
459	44.25349451
460	44.24905761
461	44.24555215
462	44.24411235
463	44.24234937
464	44.24105601
465	44.23809198
466	44.23589224
467	44.23096913
468	44.22834697
469	44.22528551
470	44.2227812
471	44.21956943
472	44.21594155
473	44.21331197
474	44.21097016
475	44.20760545
476	44.20418592
477	44.20039768
478	44.19592908
479	44.19136401
480	44.18895934
481	44.18509115
482	44.18229108
483	44.1799069
484	44.17789954
485	44.17539056
486	44.17364611
487	44.17300097
488	44.17034314
489	44.16736174
490	44.16259501
491	44.16047667
492	44.15701661
493	44.15513604
494	44.15229498
495	44.14865178
496	44.14502162
497	44.14259616
498	44.14083548
499	44.13798933
500	44.1359291
501	44.13330089
502	44.13054558
503	44.12720455
504	44.12428659
505	44.1205388
506	44.11832743
507	44.1155971
508	44.11387035
509	44.11073188
510	44.10884639
511	44.10577476
512	44.10385401
513	44.10043703
514	44.09709884
515	44.09440996
516	44.09139446
517	44.08959955
518	44.08741705
519	44.08483511
520	44.08221056
521	44.07983607
522	44.07803994
523	44.07518247
524	44.07133845
525	44.0690892
526	44.0668221
527	44.06350229
528	44.06113458
529	44.05849407
530	44.05570964
531	44.05289116
532	44.04997527
533	44.04718159
534	44.04467911
535	44.04193988
536	44.03801797
537	44.03679662
538	44.03560197
539	44.03175806
540	44.02840459
541	44.02611255
542	44.02313659
543	44.01826293
544	44.01597247
545	44.01294025
546	44.01016721
547	44.00811356
548	44.00672098
549	44.00282871
550	44.00013912
551	43.99765189
552	43.99564036
553	43.99298662
554	43.99112656
555	43.98820562
556	43.9857933
557	43.98330825
558	43.98072865
559	43.97859336
560	43.97654273
561	43.97349039
562	43.97045448
563	43.96893197
564	43.96512653
565	43.963878
566	43.96063321
567	43.95942209
568	43.95710068
569	43.95470452
570	43.95196342
571	43.9510771
572	43.94763514
573	43.94474943
574	43.94157878
575	43.93746936
576	43.93485139
577	43.93280509
578	43.92990955
579	43.9275404
580	43.92573369
581	43.92399118
582	43.92127657
583	43.92025078
584	43.91872866
585	43.91474187
586	43.91127675
587	43.91049146
588	43.9079846
589	43.90655721
590	43.90402503
591	43.9031666
592	43.90127818
593	43.89896477
594	43.89678884
595	43.89487472
596	43.89075379
597	43.8885831
598	43.88555779
599	43.88275564
600	43.87982924
601	43.87627004
602	43.87372387
603	43.87111895
604	43.86918815
605	43.86720803
606	43.86485126
607	43.86313046
608	43.85994559
609	43.85776831
610	43.85567937
611	43.85365901
612	43.8516161
613	43.85012083
614	43.84789233
615	43.8446205
616	43.84186514
617	43.84104122
618	43.83930142
619	43.83657776
620	43.8335878
621	43.83041157
622	43.82834604
623	43.82671015
624	43.82410498
625	43.82215851
626	43.82111821
627	43.81931647
628	43.81819501
629	43.81436848
630	43.81234323
631	43.810728
632	43.80966308
633	43.80688615
634	43.80446022
635	43.80261231
636	43.8002914
637	43.79832241
638	43.79744193
639	43.7962513
640	43.79503893
641	43.79309953
642	43.79276547
643	43.79080393
644	43.78934299
645	43.78779842
646	43.78540008
647	43.78396279
648	43.78176404
649	43.78062206
650	43.77836995
651	43.77412756
652	43.77196505
653	43.76923116
654	43.76719305
655	43.76638337
656	43.76468921
657	43.76333067
658	43.75973544
659	43.7574939
660	43.75586416
661	43.75459075
662	43.75262075
663	43.75134191
664	43.7494747
665	43.74644145
666	43.74490323
667	43.74222648
668	43.74051579
669	43.73755953
670	43.73671921
671	43.73516508
672	43.73320064
673	43.73185562
674	43.73121571
675	43.73033703
676	43.72917508
677	43.72697372
678	43.72549128
679	43.72365553
680	43.72213979
681	43.72068907
682	43.71735467
683	43.71647415
684	43.71529277
685	43.71396663
686	43.71218443
687	43.71008659
688	43.70928711
689	43.70740345
690	43.70452356
691	43.70393601
692	43.70173975
693	43.69967824
694	43.69816103
695	43.69615067
696	43.69348332
697	43.69047047
698	43.68894226
699	43.6880316
700	43.68662427
701	43.68525248
702	43.68366566
703	43.68129369
704	43.68035722
705	43.68009286
706	43.67687358
707	43.67448976
708	43.67291413
709	43.67188985
710	43.66902337
711	43.66761042
712	43.66559705
713	43.66363446
714	43.66185505
715	43.66055159
716	43.65729067
717	43.65588603
718	43.65333086
719	43.65074988
720	43.64897151
721	43.64876804
722	43.64753494
723	43.64633291
724	43.6449881
725	43.6437077
726	43.64190409
727	43.64096671
728	43.63880373
729	43.63870465
730	43.63613498
731	43.63484528
732	43.63421394
733	43.6336065
734	43.6323983
735	43.63120924
736	43.62903009
737	43.6257944
738	43.62382526
739	43.6229685
740	43.62190272
741	43.62015329
742	43.6193557
743	43.61791165
744	43.61672165
745	43.6147969
746	43.61274481
747	43.61098298
748	43.60910375
749	43.60855314
750	43.60712034
751	43.60657289
752	43.60559854
753	43.60304918
754	43.6017508
755	43.59908245
756	43.59698397
757	43.59146391
758	43.58825236
759	43.58582266
760	43.58536335
761	43.58394471
762	43.58270959
763	43.58076991
764	43.57954542
765	43.57691837
766	43.57509706
767	43.5726477
768	43.5705845
769	43.56956285
770	43.56864371
771	43.5676348
772	43.56657314
773	43.56386201
774	43.56311476
775	43.56152535
776	43.56073361
777	43.55914593
778	43.55823911
779	43.55680941
780	43.55514379
781	43.55464747
782	43.55319401
783	43.5518375
784	43.55081689
785	43.54883495
786	43.54725513
787	43.54545685
788	43.54433495
789	43.54284964
790	43.54136967
791	43.54090102
792	43.53834199
793	43.53688704
794	43.53393162
795	43.53148579
796	43.53025899
797	43.52718103
798	43.52642049
799	43.5257723
800	43.52463941
801	43.52319434
802	43.52319434
803	43.52089001
804	43.51951238
805	43.51809421
806	43.51580038
807	43.51416919
808	43.51288167
809	43.5107171
810	43.50762784
811	43.50620291
812	43.50534441
813	43.50347248
814	43.50254513
815	43.50046533
816	43.49822891
817	43.49709574
818	43.49551178
819	43.49440076
820	43.49269175
821	43.49227366
822	43.49176172
823	43.49005519
824	43.48883271
825	43.48861279
826	43.48740135
827	43.48604707
828	43.48426223
829	43.48375931
830	43.48237428
831	43.48060285
832	43.47874839
833	43.4776395
834	43.47573663
835	43.4745193
836	43.47339467
837	43.47225974
838	43.47121674
839	43.4698227
840	43.46891388
841	43.46835543
842	43.46708752
843	43.46587953
844	43.46576403
845	43.46423503
846	43.46235913
847	43.46109319
848	43.46000752
849	43.45868215
850	43.45634279
851	43.45543864
852	43.45424855
853	43.45370043
854	43.45268934
855	43.45177088
856	43.45053065
857	43.44761904
858	43.44608717
859	43.44424112
860	43.44349186
861	43.44220895
862	43.44176881
863	43.44041967
864	43.43865204
865	43.43629712
866	43.43276025
867	43.43033637
868	43.42770477
869	43.42679967
870	43.42575948
871	43.42459154
872	43.42289045
873	43.42188926
874	43.42090406
875	43.41910075
876	43.4182883
877	43.41658793
878	43.41485085
879	43.41411339
880	43.41258088
881	43.41040203
882	43.40955912
883	43.40881744
884	43.40800283
885	43.40684372
886	43.40554173
887	43.40388364
888	43.40285744
889	43.4007198
890	43.39926976
891	43.39875993
892	43.3979686
893	43.39543276
894	43.39340547
895	43.39149551
896	43.39003149
897	43.3888479
898	43.38781992
899	43.38633651
900	43.38580698
901	43.38389884
902	43.38242343
903	43.38176128
904	43.37903149
905	43.37756903
906	43.37542414
907	43.37485202
908	43.37307812
909	43.37232592
910	43.37127949
911	43.37123131
912	43.36940504
913	43.36928669
914	43.3674997
915	43.36628151
916	43.3650101
917	43.36194168
918	43.35935722
919	43.35861468
920	43.35728401
921	43.35611182
922	43.35529951
923	43.35392454
924	43.35254158
925	43.35109249
926	43.34881329
927	43.34703344
928	43.34614134
929	43.3449031
930	43.34387577
931	43.34126002
932	43.33975997
933	43.33722073
934	43.3366288
935	43.33448285
936	43.33356489
937	43.33196622
938	43.32999147
939	43.32792714
940	43.32657794
941	43.32500343
942	43.32373849
943	43.32289804
944	43.3214264
945	43.31990393
946	43.31894166
947	43.317097
948	43.31693305
949	43.31600204
950	43.31476522
951	43.31296321
952	43.31251442
953	43.30992875
954	43.3082622
955	43.30785406
956	43.30673053
957	43.30587078
958	43.30351318
959	43.30254438
960	43.30112314
961	43.29710821
962	43.29615594
963	43.29610939
964	43.2942335
965	43.29331727
966	43.29164002
967	43.28885274
968	43.28739515
969	43.28590093
970	43.28468168
971	43.28275837
972	43.28172766
973	43.28052287
974	43.27832492
975	43.27665177
976	43.27502114
977	43.27342229
978	43.27246393
979	43.26967695
980	43.26876986
981	43.26615744
982	43.26510095
983	43.26489648
984	43.26363065
985	43.26269415
986	43.26034536
987	43.25873491
988	43.25656351
989	43.25449938
990	43.25265131
991	43.25099405
992	43.25077677
993	43.24799565
994	43.24651432
995	43.24566789
996	43.24375002
997	43.24307681
998	43.24078433
999	43.23964385
1000	43.23778817
1001	43.23697493
1002	43.23626364
1003	43.23474655
1004	43.23330161
1005	43.22935605
1006	43.22799799
1007	43.22641139
1008	43.22566923
1009	43.22383383
1010	43.22175881
1011	43.21954185
1012	43.21857946
1013	43.21770149
1014	43.21763846
1015	43.21694707
1016	43.21616586
1017	43.21469562
1018	43.21306018
1019	43.21216042
1020	43.2108134
1021	43.20913568
1022	43.20846852
1023	43.20725123
1024	43.20561005
1025	43.20403317
1026	43.20394975
1027	43.20207849
1028	43.20047795
1029	43.20007313
1030	43.1986869
1031	43.19705298
1032	43.19704645
1033	43.19525667
1034	43.19362996
1035	43.19255932
1036	43.19056601
1037	43.18960511
1038	43.18929324
1039	43.18815241
1040	43.18672338
1041	43.18504185
1042	43.1831558
1043	43.18242071
1044	43.18106704
1045	43.18020798
1046	43.17852322
1047	43.17695168
1048	43.17540016
1049	43.17396824
1050	43.17202696
1051	43.17053954
1052	43.169275
1053	43.16772672
1054	43.16539613
1055	43.16441428
1056	43.16328513
1057	43.16133011
1058	43.16044066
1059	43.15908399
1060	43.1570112
1061	43.15529251
1062	43.15385456
1063	43.15345433
1064	43.15279531
1065	43.15036885
1066	43.14957805
1067	43.1476173
1068	43.14685327
1069	43.14542653
1070	43.14395513
1071	43.14237746
1072	43.1415947
1073	43.13978034
1074	43.13788609
1075	43.1355367
1076	43.1343829
1077	43.13300576
1078	43.13049439
1079	43.12863075
1080	43.12615361
1081	43.12492398
1082	43.12282901
1083	43.12100809
1084	43.11895803
1085	43.11645493
1086	43.11545613
1087	43.11403178
1088	43.11295695
1089	43.11196293
1090	43.11032563
1091	43.10887776
1092	43.10859194
1093	43.10588567
1094	43.10428889
1095	43.10223072
1096	43.10109536
1097	43.09992154
1098	43.09863865
1099	43.09835416
1100	43.09674388
1101	43.09639426
1102	43.0955945
1103	43.09401273
1104	43.09394174
1105	43.09216105
1106	43.09215397
1107	43.08989054
1108	43.08905405
1109	43.08599147
1110	43.08531086
1111	43.0852785
1112	43.08443172
1113	43.08275056
1114	43.08051757
1115	43.07864029
1116	43.07713544
1117	43.0761795
1118	43.07404545
1119	43.07326331
1120	43.07124489
1121	43.07045341
1122	43.0698663
1123	43.06894886
1124	43.06741377
1125	43.06479946
1126	43.06445527
1127	43.06292001
1128	43.06229866
1129	43.0610813
1130	43.06104298
1131	43.05863458
1132	43.05675222
1133	43.05390381
1134	43.05229037
1135	43.05080097
1136	43.05052774
1137	43.04875485
1138	43.04838414
1139	43.04707859
1140	43.0457375
1141	43.04407027
1142	43.04194868
1143	43.04131399
1144	43.03952102
1145	43.03749726
1146	43.03557586
1147	43.03441364
1148	43.03346857
1149	43.03216365
1150	43.03113653
1151	43.02996709
1152	43.02841613
1153	43.02791627
1154	43.02647842
1155	43.02544452
1156	43.02369485
1157	43.02120167
1158	43.01924104
1159	43.01913535
1160	43.0187861
1161	43.0175055
1162	43.01564629
1163	43.01509472
1164	43.01466118
1165	43.01405155
1166	43.01260523
1167	43.0115325
1168	43.00953622
1169	43.00798091
1170	43.00565885
1171	43.00366607
1172	43.0022826
1173	43.0007344
1174	42.99966914
1175	42.99889142
1176	42.99653211
1177	42.99478948
1178	42.99299235
1179	42.9906658
1180	42.98870151
1181	42.98850227
1182	42.9863497
1183	42.98573329
1184	42.9836228
1185	42.98154035
1186	42.97932216
1187	42.97767682
1188	42.97673362
1189	42.97431258
1190	42.9720618
1191	42.96968525
1192	42.96895336
1193	42.96887446
1194	42.96746298
1195	42.96541335
1196	42.96283068
1197	42.96200532
1198	42.96019797
1199	42.95893534
1200	42.95830762
1201	42.95564249
1202	42.95474768
1203	42.95340906
1204	42.95163922
1205	42.94971829
1206	42.94867951
1207	42.94770396
1208	42.94620002
1209	42.94486344
1210	42.94324227
1211	42.94199756
1212	42.94112507
1213	42.93963861
1214	42.93837972
1215	42.93631969
1216	42.93511421
1217	42.93509846
1218	42.93264097
1219	42.93034986
1220	42.92764909
1221	42.92559352
1222	42.92476451
1223	42.92275457
1224	42.92053039
1225	42.91875069
1226	42.91688854
1227	42.91510311
1228	42.91265458
1229	42.91097925
1230	42.90964249
1231	42.90856245
1232	42.90736364
1233	42.90548702
1234	42.90311039
1235	42.90204667
1236	42.90040908
1237	42.89890434
1238	42.89697338
1239	42.89587632
1240	42.89423334
1241	42.89347953
1242	42.89241937
1243	42.89151439
1244	42.89017565
1245	42.88853291
1246	42.88720604
1247	42.88554209
1248	42.88456221
1249	42.88349182
1250	42.88228572
1251	42.88128889
1252	42.87915381
1253	42.87777362
1254	42.87645278
1255	42.87534835
1256	42.87414606
1257	42.87180101
1258	42.86968156
1259	42.8693442
1260	42.86789568
1261	42.86591083
1262	42.86310645
1263	42.86074653
1264	42.85881065
1265	42.85763419
1266	42.85616584
1267	42.8539908
1268	42.85261671
1269	42.8512159
1270	42.85028538
1271	42.84895907
1272	42.84766771
1273	42.84629245
1274	42.84433282
1275	42.84329045
1276	42.84170915
1277	42.84101425
1278	42.83946309
1279	42.8377989
1280	42.83773622
1281	42.83763243
1282	42.83702182
1283	42.8355424
1284	42.83425462
1285	42.8327819
1286	42.83172728
1287	42.82970676
1288	42.82820952
1289	42.82703645
1290	42.82569349
1291	42.823638
1292	42.82169375
1293	42.81940838
1294	42.81860986
1295	42.81678813
1296	42.81542915
1297	42.81353766
1298	42.81199641
1299	42.8096797
1300	42.80816667
1301	42.80720492
1302	42.80524843
1303	42.80359362
1304	42.80285152
1305	42.80191458
1306	42.80005661
1307	42.79880879
1308	42.79742396
1309	42.79623198
1310	42.79580338
1311	42.79416423
1312	42.79250599
1313	42.79087456
1314	42.78842422
1315	42.7876883
1316	42.78665594
1317	42.78662148
1318	42.78608343
1319	42.78308981
1320	42.78187193
1321	42.78103538
1322	42.77925993
1323	42.77799158
1324	42.77715323
1325	42.77597197
1326	42.77485668
1327	42.77262852
1328	42.77095811
1329	42.76911244
1330	42.76831712
1331	42.76675706
1332	42.76479776
1333	42.76295073
1334	42.76134142
1335	42.76028992
1336	42.75915833
1337	42.75860377
1338	42.75710625
1339	42.75647033
1340	42.7543745
1341	42.75272236
1342	42.75231279
1343	42.7512287
1344	42.75120039
1345	42.74833996
1346	42.74820811
1347	42.74676937
1348	42.74486995
1349	42.7432006
1350	42.74139186
1351	42.74067192
1352	42.73912832
1353	42.73748623
1354	42.73669663
1355	42.73620781
1356	42.73514418
1357	42.73398065
1358	42.73320109
1359	42.73262793
1360	42.73135654
1361	42.72973245
1362	42.72882036
1363	42.72756535
1364	42.7261425
1365	42.72470029
1366	42.72340033
1367	42.72223666
1368	42.72145473
1369	42.72085181
1370	42.71958564
1371	42.7180632
1372	42.71688049
1373	42.71582821
1374	42.71505904
1375	42.71437553
1376	42.71349716
1377	42.71302725
1378	42.71154344
1379	42.71065183
1380	42.71051643
1381	42.70894022
1382	42.70844744
1383	42.70727159
1384	42.70490705
1385	42.70425294
1386	42.70356663
1387	42.7033268
1388	42.70231746
1389	42.70050158
1390	42.70012949
1391	42.69902804
1392	42.69750672
1393	42.69643162
1394	42.69402044
1395	42.69336822
1396	42.6921543
1397	42.69073225
1398	42.68795693
1399	42.68626741
1400	42.685122
1401	42.68392373
1402	42.68381049
1403	42.68337639
1404	42.68213969
1405	42.68127287
1406	42.68041258
1407	42.67901938
1408	42.67720595
1409	42.67648592
1410	42.67604094
1411	42.6752109
1412	42.67432209
1413	42.67416575
1414	42.67280483
1415	42.67236425
1416	42.67136204
1417	42.67059859
1418	42.66898792
1419	42.66799038
1420	42.66588416
1421	42.66445262
1422	42.6631291
1423	42.66222509
1424	42.66211494
1425	42.66138489
1426	42.66016289
1427	42.65919352
1428	42.65774368
1429	42.65677687
1430	42.65570714
1431	42.6540443
1432	42.65385544
1433	42.65173806
1434	42.64995337
1435	42.64965256
1436	42.648685
1437	42.64700279
1438	42.64696417
1439	42.64583049
1440	42.64498337
1441	42.64461077
1442	42.64331817
1443	42.64185807
1444	42.64047836
1445	42.63859059
1446	42.63651429
1447	42.63498076
1448	42.63347252
1449	42.63205771
1450	42.62973104
1451	42.62738808
1452	42.62704726
1453	42.6262533
1454	42.62507841
1455	42.62375666
1456	42.6230423
1457	42.62086013
1458	42.61865527
1459	42.61669551
1460	42.61600743
1461	42.61519903
1462	42.61323716
1463	42.61267512
1464	42.61145218
1465	42.61109235
1466	42.60987898
1467	42.60935295
1468	42.60762211
1469	42.60716645
1470	42.60541563
1471	42.60390822
1472	42.60198836
1473	42.60082288
1474	42.60069537
1475	42.60013471
1476	42.59872448
1477	42.5973534
1478	42.59612075
1479	42.5947981
1480	42.59442463
1481	42.5934131
1482	42.59181908
1483	42.59073961
1484	42.58962244
1485	42.58800615
1486	42.58778788
1487	42.58683991
1488	42.58678617
1489	42.58532215
1490	42.58420379
1491	42.58303569
1492	42.58283526
1493	42.58077071
1494	42.57929502
1495	42.57822857
1496	42.57634882
1497	42.57543058
1498	42.57332214
1499	42.57326579
1500	42.57252828
1501	42.57107719
1502	42.57100978
1503	42.56991615
1504	42.56924882
1505	42.56809584
1506	42.56637492
1507	42.56535367
1508	42.56350532
1509	42.56220817
1510	42.56164954
1511	42.56032787
1512	42.55805114
1513	42.55720078
1514	42.55613579
1515	42.55508155
1516	42.55355683
1517	42.55325347
1518	42.55202463
1519	42.55086736
1520	42.54934309
1521	42.54798654
1522	42.5474097
1523	42.54645998
1524	42.5460468
1525	42.5450652
1526	42.54488691
1527	42.54383259
1528	42.5428233
1529	42.54123813
1530	42.53969883
1531	42.53955422
1532	42.53894666
1533	42.5374646
1534	42.53614297
1535	42.53519115
1536	42.53351828
1537	42.53343331
1538	42.53187753
1539	42.52953069
1540	42.5284235
1541	42.52778382
1542	42.52732933
1543	42.52568994
1544	42.52473749
1545	42.52421446
1546	42.52276802
1547	42.52088754
1548	42.51894431
1549	42.51813099
1550	42.51664413
1551	42.51544094
1552	42.51413545
1553	42.51325241
1554	42.51256473
1555	42.51198944
1556	42.51081086
1557	42.50931724
1558	42.50675888
1559	42.50595922
1560	42.5059341
1561	42.50496822
1562	42.5030129
1563	42.50176452
1564	42.50043284
1565	42.49979267
1566	42.49711128
1567	42.49649517
1568	42.4948378
1569	42.49460365
1570	42.49365273
1571	42.4927608
1572	42.49196778
1573	42.49037353
1574	42.48915195
1575	42.48869153
1576	42.48740033
1577	42.48619342
1578	42.48605085
1579	42.48493729
1580	42.48413957
1581	42.48323618
1582	42.48254309
1583	42.48102191
1584	42.48026428
1585	42.47932997
1586	42.47836718
1587	42.47604093
1588	42.47511056
1589	42.47394598
1590	42.47332243
1591	42.47268114
1592	42.47239716
1593	42.47232486
1594	42.4714553
1595	42.47121598
1596	42.46967624
1597	42.46757832
1598	42.46661425
1599	42.46590144
1600	42.46505934
1601	42.46366423
1602	42.46311455
1603	42.46238724
1604	42.46163185
1605	42.46058765
1606	42.45944245
1607	42.45842645
1608	42.45728505
1609	42.45628221
1610	42.4547079
1611	42.45398794
1612	42.45247696
1613	42.45165132
1614	42.45159867
1615	42.4491074
1616	42.44814555
1617	42.44742899
1618	42.44676236
1619	42.44572188
1620	42.44457725
1621	42.44341449
1622	42.44165892
1623	42.44055028
1624	42.43978898
1625	42.43810125
1626	42.43654875
1627	42.43570616
1628	42.43547526
1629	42.43397946
1630	42.43362979
1631	42.43345213
1632	42.43200464
1633	42.43080381
1634	42.43034995
1635	42.42988762
1636	42.42811288
1637	42.42732016
1638	42.42629118
1639	42.42542401
1640	42.42437131
1641	42.42355089
1642	42.42232322
1643	42.42149716
1644	42.42084401
1645	42.41945016
1646	42.41907926
1647	42.41657792
1648	42.41617911
1649	42.41503938
1650	42.4145129
1651	42.41434665
1652	42.41387941
1653	42.41336681
1654	42.4126371
1655	42.41182897
1656	42.41115735
1657	42.41000075
1658	42.40896346
1659	42.40844295
1660	42.40720475
1661	42.40643189
1662	42.40636735
1663	42.40506178
1664	42.40427746
